text,rating,clean_text,sentiment
"Tolong buat para kurir,jgn suka buat konfirmasi fiktif .belum dtg ke rumah udah di bilang ,pembeli menolak,pembeli tidak di rumah.akhir nya akun shopee saya gk bisa cod lagi",5,tolong buat para kurirjgn suka buat konfirmasi fiktif belum dtg ke rumah udah di bilang pembeli menolakpembeli tidak di rumahakhir nya akun shopee saya gk bisa cod lagi,Positif
"Tolong ditindak tegas para karyawan shopeee food nya yang dikantorr, seenak nyaa dan semena menaa .. sedikit dikit Suspen dan point' pelanggran .. saya ini mitra bukan karyawan,, bensin dan mottorr ,, paket data dari saya sendiri .. SIM dari saya.. emang dimodalin dari orang kantor ga seharusnya mikir..coba pakai hati nurani jangan kaya binatang biasa yang ga punya otak dan hati nurani.. kecuali digaji pihak Shope food driver.. pengunaa Shopee nya juga kikir",1,tolong ditindak tegas para karyawan shopeee food nya yang dikantorr seenak nyaa dan semena menaa sedikit dikit suspen dan point pelanggran saya ini mitra bukan karyawan bensin dan mottorr paket data dari saya sendiri sim dari saya emang dimodalin dari orang kantor ga seharusnya mikircoba pakai hati nurani jangan kaya binatang biasa yang ga punya otak dan hati nurani kecuali digaji pihak shope food driver pengunaa shopee nya juga kikir,Negatif
baik,5,baik,Positif
Sistem cod buruk tidak sampai tempat Tidak ada pemberitahuan barang sudah sampai.makin parah sudah 1 bulan paket tidak sampai expedisi spx expres.🤣🤣🤣 paket tidak sampai hilang tidak perubahan makin parah 😇😇😇😇,1,sistem cod buruk tidak sampai tempat tidak ada pemberitahuan barang sudah sampaimakin parah sudah bulan paket tidak sampai expedisi spx expres paket tidak sampai hilang tidak perubahan makin parah,Negatif
awal sih bagus tapi lama² gak tau kenapaa pas buka shopee nya emng bisa tpi pas mau bkin pesan atau liat pesanan malah muncul tulisan server error pdhal jaringan wifi bagus² ajaa,2,awal sih bagus tapi lama² gak tau kenapaa pas buka shopee nya emng bisa tpi pas mau bkin pesan atau liat pesanan malah muncul tulisan server error pdhal jaringan wifi bagus² ajaa,Negatif
Bagus,5,bagus,Positif
Baikk,5,baikk,Positif
lebih baik ngak usah pakai ongkir. beli apapun. berapapun.,1,lebih baik ngak usah pakai ongkir beli apapun berapapun,Negatif
Produk apa saja tersedia,5,produk apa saja tersedia,Positif
"belanja d shopee mantap tanpa repot"" kluar rumah",5,belanja d shopee mantap tanpa repot kluar rumah,Positif
Sangat menyenangkan dan bikin puas belanja di shopee,5,sangat menyenangkan dan bikin puas belanja di shopee,Positif
Apasih shoppe buka aplikasi langsung muncul video padahal baru di update,4,apasih shoppe buka aplikasi langsung muncul video padahal baru di update,Positif
Ok,5,ok,Positif
Makin lama makin buruk mana barang nya gk lengkap dan kurir nya lelet,1,makin lama makin buruk mana barang nya gk lengkap dan kurir nya lelet,Negatif
Memudahkan belanja,5,memudahkan belanja,Positif
Shopee ok,5,shopee ok,Positif
Aplikasi ini sangat manfaat untuk belanja online,5,aplikasi ini sangat manfaat untuk belanja online,Positif
the best shoppee😊,5,the best shoppee,Positif
"sudah sering berbelanja dan aman, kualitas barang yang dibeli sesuai dengan harga. mantap. maju terus shopee",5,sudah sering berbelanja dan aman kualitas barang yang dibeli sesuai dengan harga mantap maju terus shopee,Positif
Mantap shopee membantu belanja bisa bayar nanti,5,mantap shopee membantu belanja bisa bayar nanti,Positif
Ok lah TPI Masi aja byak toko yg bohong dan curang kedepan nya sohpe lebih saring lagi mn aja toko yg berkualitas,5,ok lah tpi masi aja byak toko yg bohong dan curang kedepan nya sohpe lebih saring lagi mn aja toko yg berkualitas,Positif
ini bagus sih murah murah juga tapi lebih enak lagi kalo bisa pake danaa💕,4,ini bagus sih murah murah juga tapi lebih enak lagi kalo bisa pake danaa,Positif
Keren,1,keren,Negatif
Banyak membantu,5,banyak membantu,Positif
Good,5,good,Positif
belanja barang berkualitas harga murah dengan diskon menarik,5,belanja barang berkualitas harga murah dengan diskon menarik,Positif
Sangat membantu,5,sangat membantu,Positif
"Marketing yg bagus 👍🏽, shopeepay later bunga 0%. Rupanya itu ada bunganya 2x lipat, makin membengkak harga makin mahal. Saya menyesal. Akhirnya saya lunasi segera hari ini. Biarlah harga tinggi tdk sebanding. Buat makan kalian. 🙏🏽 Aplikasi berat sekali loadingnya suka joget² saja.",1,marketing yg bagus shopeepay later bunga rupanya itu ada bunganya x lipat makin membengkak harga makin mahal saya menyesal akhirnya saya lunasi segera hari ini biarlah harga tinggi tdk sebanding buat makan kalian aplikasi berat sekali loadingnya suka joget² saja,Negatif
Mempermudah hidup saya,4,mempermudah hidup saya,Positif
Barang sesuai yg ditawarkan,5,barang sesuai yg ditawarkan,Positif
👍👍👍👍👍 siiiip lah...,5,siiiip lah,Positif
Sangat bagus,4,sangat bagus,Positif
Sangat puas👍👍,5,sangat puas,Positif
Mantap,5,mantap,Positif
Mohon maaf untuk aplikasi Shopie aku sekarang lagi nggak baik baik saja. Karena ada seseorang orang telah memakai nama saya untuk melakukan pinjaman online Dan sekarang saya di tagih dan aku tidak pernah melakukan pinjaman ini,1,mohon maaf untuk aplikasi shopie aku sekarang lagi nggak baik baik saja karena ada seseorang orang telah memakai nama saya untuk melakukan pinjaman online dan sekarang saya di tagih dan aku tidak pernah melakukan pinjaman ini,Negatif
Bermanfaat,5,bermanfaat,Positif
Makasih shope bagus Kali,5,makasih shope bagus kali,Positif
Sangat baik,5,sangat baik,Positif
"Trimakasih kepada shopee,dan kawan kawan toko-toko amanah yg telah bergabung menjadi pelayanan masyarakat ,di samping kerja samanya antara kurir dan toko saling percaya.poro sedulur ,kawan -kawan,saudara semua yg belum punya aplikasi shopee download sekarang......ok....",4,trimakasih kepada shopeedan kawan kawan tokotoko amanah yg telah bergabung menjadi pelayanan masyarakat di samping kerja samanya antara kurir dan toko saling percayaporo sedulur kawan kawansaudara semua yg belum punya aplikasi shopee download sekarangok,Positif
Kurir yang gak sabaran bisa diganti aja gak sih😩,2,kurir yang gak sabaran bisa diganti aja gak sih,Negatif
Sangat membantu belanja di shope..,5,sangat membantu belanja di shope,Positif
Update terus,3,update terus,Netral
"Setiap buka aplikasi langsung ke menu video. Saya mau belanja, bukan mau menonton video. Bikin malas buka aplikasi",1,setiap buka aplikasi langsung ke menu video saya mau belanja bukan mau menonton video bikin malas buka aplikasi,Negatif
Lebih enak berbelanja b,5,lebih enak berbelanja b,Positif
kecewa sama Shopee pengiriman lama,3,kecewa sama shopee pengiriman lama,Netral
buka cod ya mbak,1,buka cod ya mbak,Negatif
sangat baik,5,sangat baik,Positif
"Selama ini ketika berbelanja lewat aplikasi shoope, belanja lebih mudah ketika membutuhkan barang2 yang sulit dibeli dipasar lokal. Selain itu keuntungan di shoope ada banyak promo, mulai dari gratis ongkir sampai dengan voucher toko. Itu saja yang saya alami ketika belanja lewat aplikasi shoope ini. Mudah-mudah seiring waktu, aplikasi shoope ini semakin baik, memperbaik kendala-kendala yang ter alami dan menyediakan vouchernya juga banyak. Terima kasih👍👍",5,selama ini ketika berbelanja lewat aplikasi shoope belanja lebih mudah ketika membutuhkan barang yang sulit dibeli dipasar lokal selain itu keuntungan di shoope ada banyak promo mulai dari gratis ongkir sampai dengan voucher toko itu saja yang saya alami ketika belanja lewat aplikasi shoope ini mudahmudah seiring waktu aplikasi shoope ini semakin baik memperbaik kendalakendala yang ter alami dan menyediakan vouchernya juga banyak terima kasih,Positif
"Ini aplikasi apaan coba sosmed atau toko, lihat video review yang banyak video cuplikan film g genah, scral-scrol g nemu2 video review...",1,ini aplikasi apaan coba sosmed atau toko lihat video review yang banyak video cuplikan film g genah scralscrol g nemu video review,Negatif
Fitur terbaru dari shopee sangat sangat buruk belanja menjadi tidak nyamaaaaan ketentuan sangat tidak mengenakkan😪😪😪😪,5,fitur terbaru dari shopee sangat sangat buruk belanja menjadi tidak nyamaaaaan ketentuan sangat tidak mengenakkan,Positif
Mantap lah,5,mantap lah,Positif
Baik.,5,baik,Positif
Senang berbelanja dsini,5,senang berbelanja dsini,Positif
Saya sangat kecewa dengan shope karena saya telah jadi korban penipuan🥲 ... tolong lah pihak shopee tambahkan nomor wa kurir biar lebih enak kita 😐,1,saya sangat kecewa dengan shope karena saya telah jadi korban penipuan tolong lah pihak shopee tambahkan nomor wa kurir biar lebih enak kita,Negatif
bintang 1 aja karna ga tau kenapa ko sppinjam ga bisa splater ga bisa parah ini..padahal pembayaran saya sebelum jatuh tempo dah bayar,1,bintang aja karna ga tau kenapa ko sppinjam ga bisa splater ga bisa parah inipadahal pembayaran saya sebelum jatuh tempo dah bayar,Negatif
"Kenapa ya shoppe saya gak bisa di gunakan,kalo mau transaksi selalu ada kata ""terjadi transaksi yang mencurigakan""padahal saya beli selalu cod,gak punya pay latter juga.aneh sangat menggangu",3,kenapa ya shoppe saya gak bisa di gunakankalo mau transaksi selalu ada kata terjadi transaksi yang mencurigakanpadahal saya beli selalu codgak punya pay latter jugaaneh sangat menggangu,Netral
"Akun saya kena A01 sudah ajukan ke cs katanya mau diproses, sampai sekarang zonk gaada proses apapun, akun tidak bisa buat cek out tidak bisa dihapus akun juga , buat apa punya akun shopee, karyawannya gimana sih ga tanggap² , udah tlvn juga beberapa Minggu lalu tapi hasil zonk, ga ada gunanya , berapa tahun pakai shopee kali ini sangat kecewa. Semoga diperbaiki pelayanan nya .",1,akun saya kena a sudah ajukan ke cs katanya mau diproses sampai sekarang zonk gaada proses apapun akun tidak bisa buat cek out tidak bisa dihapus akun juga buat apa punya akun shopee karyawannya gimana sih ga tanggap² udah tlvn juga beberapa minggu lalu tapi hasil zonk ga ada gunanya berapa tahun pakai shopee kali ini sangat kecewa semoga diperbaiki pelayanan nya,Negatif
"nih udah dikasih bintang 5, tapi jangan lupa kasih diskon besar besaran!!",5,nih udah dikasih bintang tapi jangan lupa kasih diskon besar besaran,Positif
Aplikasi ini sangat keren,5,aplikasi ini sangat keren,Positif
keren,5,keren,Positif
Shopee mantaap..semua produk ada di shopee.. Buka layanan COD donk...,5,shopee mantaapsemua produk ada di shopee buka layanan cod donk,Positif
mantap shopee,5,mantap shopee,Positif
sangat baik,5,sangat baik,Positif
Aplikasi belanja paling nyaman,5,aplikasi belanja paling nyaman,Positif
Tolong jasa kurir dan jama penjual nya di monitor supaya pengiriman cepat jangan di undur undur,1,tolong jasa kurir dan jama penjual nya di monitor supaya pengiriman cepat jangan di undur undur,Negatif
sangat membantu dan bermanfaat,5,sangat membantu dan bermanfaat,Positif
"Ini hp gua Samsung Note 10 dibuat oleng sama nih apk. Ngestuck di download fitur. Taig emang, sampe download 3 aplikasi gak guna dari shoppe, buat belanja 5ribu perak",1,ini hp gua samsung note dibuat oleng sama nih apk ngestuck di download fitur taig emang sampe download aplikasi gak guna dari shoppe buat belanja ribu perak,Negatif
"Memberikan kemudahan dlm berbelanja , hemat biaya transpot, jauh lebih murah dibanding belanja diluar , pesanan selalu amanah dan TDK mengecewakan terimakasih shopee sukses selalu",5,memberikan kemudahan dlm berbelanja hemat biaya transpot jauh lebih murah dibanding belanja diluar pesanan selalu amanah dan tdk mengecewakan terimakasih shopee sukses selalu,Positif
puas,5,puas,Positif
kurir ramah,5,kurir ramah,Positif
gampang sich ordernya..dapet koin..dapet diskon lagi..maunya sich kedepannya semakin amanah..soalnya kadang zonk..kadang Alhamdulillah realpick..sukses terus SHOPEE kuuu🥰,5,gampang sich ordernyadapet koindapet diskon lagimaunya sich kedepannya semakin amanahsoalnya kadang zonkkadang alhamdulillah realpicksukses terus shopee kuuu,Positif
terbaik,5,terbaik,Positif
bagus,5,bagus,Positif
biar bintang yg berbicara 😊🙏🏼,5,biar bintang yg berbicara,Positif
Fast Respon dan Terpercaya,5,fast respon dan terpercaya,Positif
Nice,5,nice,Positif
baik sekali,5,baik sekali,Positif
Rekomended,5,rekomended,Positif
"Kalo terlalu lama di shopee suka loading, kaya error gitu, banyak bug nya juga :(.",1,kalo terlalu lama di shopee suka loading kaya error gitu banyak bug nya juga,Negatif
ok,5,ok,Positif
good job,5,good job,Positif
"Shopee OK dah, mantap sangat memuaskan.",5,shopee ok dah mantap sangat memuaskan,Positif
baik,4,baik,Positif
Baik tapi kenapa sekarang udah gak bisa muat lagi untuk check out brang,5,baik tapi kenapa sekarang udah gak bisa muat lagi untuk check out brang,Positif
Memudahkan para emak2,5,memudahkan para emak,Positif
tempat belanja terbaik,5,tempat belanja terbaik,Positif
sangatt puassss....,5,sangatt puassss,Positif
"Terimakasoh shopee sangat terbantu punya apk shopee ,untuk belanja ,kriditan dan pinjaman uang Cas pun ,semoga semakin miningkat pelayanan nya ,makasih shopee 🙏🙏",5,terimakasoh shopee sangat terbantu punya apk shopee untuk belanja kriditan dan pinjaman uang cas pun semoga semakin miningkat pelayanan nya makasih shopee,Positif
Rekoment bgt deh pokonya TOP,5,rekoment bgt deh pokonya top,Positif
"ok udah bisa di update, masih bnyk kendala sih tp gpp.",5,ok udah bisa di update masih bnyk kendala sih tp gpp,Positif
Shopee sangat bagus sekali 👍👍,4,shopee sangat bagus sekali,Positif
Terimakasih atas tawarannya,5,terimakasih atas tawarannya,Positif
Ini Kan Aku Pakai Spaylater Bayar Barang Yang Aku Belli Tapi Aku Gak Tau Cara Bayar Pinjaman Spaylater Aku Gimana....Aku Mau Kasih Kembil Limit Aku 750 Tolong Min Carax Gimana Mau Pembayaran Spaylaterx,5,ini kan aku pakai spaylater bayar barang yang aku belli tapi aku gak tau cara bayar pinjaman spaylater aku gimanaaku mau kasih kembil limit aku tolong min carax gimana mau pembayaran spaylaterx,Positif
perfect,5,perfect,Positif
oke,5,oke,Positif
"Shoopee sangat bagus,sangat membantu dalam menemukan barang apapun yang diinginkan.",5,shoopee sangat bagussangat membantu dalam menemukan barang apapun yang diinginkan,Positif
mantap,5,mantap,Positif
Mudah menggunakannya dalam segala hal terus tingkatkan kalo bisa limit spaylater nya ditambah untuk yang bayarannya bagus 🙏,5,mudah menggunakannya dalam segala hal terus tingkatkan kalo bisa limit spaylater nya ditambah untuk yang bayarannya bagus,Positif
semoga Shopie memberi banyak bonus dan gratisan hadiah,5,semoga shopie memberi banyak bonus dan gratisan hadiah,Positif
Makasih shopee untuk diskon voucher nya byk bgt makasih,5,makasih shopee untuk diskon voucher nya byk bgt makasih,Positif
Baik sangat membantu,5,baik sangat membantu,Positif
bagus,5,bagus,Positif
"Kenapa untuk chat dengan cs shope selalu "" sedang downloading, sedang memuat fitur haraf tunggu sebentar tapi ko ya 0% ajah ga bisa bisa,",2,kenapa untuk chat dengan cs shope selalu sedang downloading sedang memuat fitur haraf tunggu sebentar tapi ko ya ajah ga bisa bisa,Negatif
baik,5,baik,Positif
bagus,5,bagus,Positif
cakeeep,4,cakeeep,Positif
Ok,5,ok,Positif
"Shopee ga enak buat belanja sekarang, buka aplikasi langsung video live, bayangin lagi di dalam bus atau masjid kepikiran mau belanja berisik banget, klik beranda mana suara video live masih bunyi di latar belakang, malas jadinya, ke toko sebelah dulu belanjanya sampai hal ini selesai, capek clear cache mulu repot ga ada guna, mana SPX udh 7 hari barang belum sampai. Pasti CS Shopee ga bisa jawab cara menonaktifkan video live, ya kaaaan? Ya kaan?",1,shopee ga enak buat belanja sekarang buka aplikasi langsung video live bayangin lagi di dalam bus atau masjid kepikiran mau belanja berisik banget klik beranda mana suara video live masih bunyi di latar belakang malas jadinya ke toko sebelah dulu belanjanya sampai hal ini selesai capek clear cache mulu repot ga ada guna mana spx udh hari barang belum sampai pasti cs shopee ga bisa jawab cara menonaktifkan video live ya kaaaan ya kaan,Negatif
Terjangkau,5,terjangkau,Positif
Bagus real klu belinya pada waktu live,5,bagus real klu belinya pada waktu live,Positif
Assalamualaikum knp skrg shope ni jadi susah dan pengantaran jdi lama ga sesuai tanggal Semangkin di perbarui Semangkin lama,5,assalamualaikum knp skrg shope ni jadi susah dan pengantaran jdi lama ga sesuai tanggal semangkin di perbarui semangkin lama,Positif
Makin kesini makin lama anak saya pesan udah seminggu masih aja di Depok harusnya kalau kendala di infokan jadikan GK nunggu giliran orangnya GK ada di tempat marah2,1,makin kesini makin lama anak saya pesan udah seminggu masih aja di depok harusnya kalau kendala di infokan jadikan gk nunggu giliran orangnya gk ada di tempat marah,Negatif
👍,5,,Positif
Sanggat membantu untuk mendapatkan barang yang saya butuhkan. Saran untuk shopee tolong di kasih tanda barang yang KW sama yang origilal kalau barangnya kw tolong diberi tanda kw kalau ori beri tanda ori biar pembeli tau yang di beli itu kw atau oroginal,5,sanggat membantu untuk mendapatkan barang yang saya butuhkan saran untuk shopee tolong di kasih tanda barang yang kw sama yang origilal kalau barangnya kw tolong diberi tanda kw kalau ori beri tanda ori biar pembeli tau yang di beli itu kw atau oroginal,Positif
